Index,Target xyY,Method,Ra,RGB Point,White_RGB Ratio,RGB Weights,RaDiff_ExactMinusMethod,Note,WhiteRatio,RGBRatio,BestApproxSource
,,Ratio1,-23.0538896546135,"(0.16144, 0.72288)","W=-0.0000, RGB=1.0000","R=0.0000, G=1.4358, B=0.0000",0,Compare to Exact,-4.17130531229685e-16,1,Proj1
,,RatioK,-23.0538896546135,"(0.16144, 0.72288)","W=-0.0000, RGB=1.0000","R=0.0000, G=1.4358, B=0.0000",0,Compare to Exact,-4.17130531229685e-16,1,Proj1
,,PureRGB,-23.0538898590213,"(0.16144, 0.72288)","W=0.0000, RGB=1.0000","R=0.0000, G=1.4358, B=0.0000",2.04407800907802e-07,Compare to Exact,0,1,Proj1
25,"(0.1647, 0.0385, 4.0000)",Exact,-63.049041584592,"(0.16470, 0.03853)","W=0.0000, RGB=1.0000","R=0.7273, G=0.0000, B=6.5564",0,Compare to Exact,0,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-63.049041584592,"(0.16470, 0.03853)","W=0.0000, RGB=1.0000","R=0.7273, G=0.0000, B=6.5564",0,Compare to Exact,0,1,Ratio1
,,RatioK,-63.049041584592,"(0.16470, 0.03853)","W=0.0000, RGB=1.0000","R=0.7273, G=0.0000, B=6.5564",0,Compare to Exact,0,1,Ratio1
,,PureRGB,-63.049041584592,"(0.16470, 0.03853)","W=0.0000, RGB=1.0000","R=0.7273, G=0.0000, B=6.5564",0,Compare to Exact,0,1,Ratio1
26,"(0.1653, 0.0473, 4.0000)",Exact,-33.3191879976979,"(0.16534, 0.04733)","W=0.0000, RGB=1.0000","R=0.6117, G=0.2719, B=5.2640",0,Compare to Exact,0,1,Ratio1
,,Projection1,-33.3599767253144,"(0.16488, 0.04652)","W=0.0199, RGB=0.9801","R=0.5923, G=0.2520, B=5.2585",0.0407887276164942,Compare to Exact,0.0199216036877218,0.980078396312277,Ratio1
,,ProjectionK,-33.3646899619835,"(0.16484, 0.04644)","W=0.0218, RGB=0.9782","R=0.5905, G=0.2502, B=5.2580",0.0455019642855987,Compare to Exact,0.0217759494680783,0.978224050531921,Ratio1
,,Ratio1,-33.3191879976979,"(0.16534, 0.04733)","W=0.0000, RGB=1.0000","R=0.6117, G=0.2719, B=5.2640",0,Compare to Exact,0,1,Ratio1
,,RatioK,-33.3214189666752,"(0.16530, 0.04728)","W=0.0014, RGB=0.9986","R=0.6104, G=0.2705, B=5.2636",0.00223096897730102,Compare to Exact,0.00137010278407418,0.998629897215926,Ratio1
,,PureRGB,-33.319187997698,"(0.16534, 0.04733)","W=0.0000, RGB=1.0000","R=0.6117, G=0.2719, B=5.2640",9.9475983006414e-14,Compare to Exact,0,1,Ratio1
27,"(0.1660, 0.0567, 4.0000)",Exact,-10.3717884778899,"(0.16602, 0.05674)","W=0.0000, RGB=1.0000","R=0.5278, G=0.4692, B=4.3259",0,Compare to Exact,0,1,PureRGB
,,Projection1,-10.5330941984704,"(0.16534, 0.05557)","W=0.0246, RGB=0.9754","R=0.5038, G=0.4446, B=4.3192",0.161305720580499,Compare to Exact,0.0246478454603006,0.9753521545397,PureRGB
,,ProjectionK,-10.6074334434415,"(0.16507, 0.05511)","W=0.0345, RGB=0.9655","R=0.4943, G=0.4348, B=4.3165",0.2356449655516,Compare to Exact,0.0344537284579336,0.965546271542066,PureRGB
,,Ratio1,-10.3717884778899,"(0.16602, 0.05674)","W=0.0000, RGB=1.0000","R=0.5278, G=0.4692, B=4.3259",0,Compare to Exact,0,1,PureRGB
,,RatioK,-10.4230441256767,"(0.16579, 0.05634)","W=0.0085, RGB=0.9915","R=0.5196, G=0.4608, B=4.3236",0.0512556477867996,Compare to Exact,0.0084632310847103,0.991536768915289,PureRGB
,,PureRGB,-10.3717884778896,"(0.16602, 0.05674)","W=0.0000, RGB=1.0000","R=0.5278, G=0.4692, B=4.3259",-3.00204305858642e-13,Compare to Exact,0,1,PureRGB
28,"(0.1667, 0.0668, 4.0000)",Exact,7.47386165996552,"(0.16675, 0.06683)","W=0.0000, RGB=1.0000","R=0.4642, G=0.6190, B=3.6141",0,Compare to Exact,0,1,Ratio1
,,Projection1,7.10512957743727,"(0.16582, 0.06526)","W=0.0290, RGB=0.9710","R=0.4360, G=0.5901, B=3.6062",0.36873208252825,Compare to Exact,0.0289548982791017,0.971045101720899,Ratio1
,,ProjectionK,6.80219507879018,"(0.16515, 0.06414)","W=0.0496, RGB=0.9504","R=0.4158, G=0.5695, B=3.6005",0.67166658117534,Compare to Exact,0.0496029280978026,0.950397071902198,Ratio1
,,Ratio1,7.47386165996552,"(0.16675, 0.06683)","W=0.0000, RGB=1.0000","R=0.4642, G=0.6190, B=3.6141",0,Compare to Exact,0,1,Ratio1
,,RatioK,7.24552840707769,"(0.16616, 0.06583)","W=0.0185, RGB=0.9815","R=0.4461, G=0.6005, B=3.6091",0.22833325288783,Compare to Exact,0.0185294821180235,0.981470517881977,Ratio1
,,PureRGB,7.47386165996549,"(0.16675, 0.06683)","W=0.0000, RGB=1.0000","R=0.4642, G=0.6190, B=3.6141",3.01980662698043e-14,Compare to Exact,0,1,Ratio1
29,"(0.1675, 0.0777, 4.0000)",Exact,21.273631037073,"(0.16753, 0.07766)","W=0.0000, RGB=1.0000","R=0.4143, G=0.7365, B=3.0555",0,Compare to Exact,0,1,PureRGB
,,Projection1,20.5958012580656,"(0.16630, 0.07566)","W=0.0331, RGB=0.9669","R=0.3820, G=0.7035, B=3.0464",0.6778297790074,Compare to Exact,0.0330784637770671,0.966921536222933,PureRGB
,,ProjectionK,19.9276499503586,"(0.16522, 0.07391)","W=0.0617, RGB=0.9383","R=0.3541, G=0.6749, B=3.0386",1.3459810867144,Compare to Exact,0.0617017532791818,0.938298246720819,PureRGB
,,Ratio1,21.273631037073,"(0.16753, 0.07766)","W=0.0000, RGB=1.0000","R=0.4143, G=0.7365, B=3.0555",0,Compare to Exact,0,1,PureRGB
,,RatioK,20.7484383290222,"(0.16657, 0.07609)","W=0.0261, RGB=0.9739","R=0.3889, G=0.7105, B=3.0484",0.525192708050799,Compare to Exact,0.0260542434938327,0.973945756506167,PureRGB
,,PureRGB,21.2736310370732,"(0.16753, 0.07766)","W=0.0000, RGB=1.0000","R=0.4143, G=0.7365, B=3.0555",-2.02504679691629e-13,Compare to Exact,0,1,PureRGB
30,"(0.1684, 0.0893, 4.0000)",Exact,31.9934875115057,"(0.16838, 0.08932)","W=0.0000, RGB=1.0000","R=0.3740, G=0.8312, B=2.6054",0,Compare to Exact,0,1,Ratio1
,,Projection1,30.954271734863,"(0.16679, 0.08685)","W=0.0372, RGB=0.9628","R=0.3378, G=0.7941, B=2.5952",1.0392157766427,Compare to Exact,0.0371782832441688,0.962821716755831,Ratio1
,,ProjectionK,29.8792626447057,"(0.16530, 0.08451)","W=0.0716, RGB=0.9284","R=0.3042, G=0.7597, B=2.5858",2.1142248668,Compare to Exact,0.0716235493825882,0.928376450617412,Ratio1
,,Ratio1,31.9934875115057,"(0.16838, 0.08932)","W=0.0000, RGB=1.0000","R=0.3740, G=0.8312, B=2.6054",0,Compare to Exact,0,1,Ratio1
,,RatioK,31.1173066895943,"(0.16703, 0.08722)","W=0.0316, RGB=0.9684","R=0.3432, G=0.7996, B=2.5967",0.876180821911397,Compare to Exact,0.0316468836163893,0.968353116383611,Ratio1
,,PureRGB,31.9934875115055,"(0.16838, 0.08932)","W=0.0000, RGB=1.0000","R=0.3740, G=0.8312, B=2.6054",1.98951966012828e-13,Compare to Exact,0,1,Ratio1
31,"(0.1693, 0.1019, 4.0000)",Exact,40.4722334314085,"(0.16929, 0.10191)","W=0.0000, RGB=1.0000","R=0.3409, G=0.9091, B=2.2350",0,Compare to Exact,0,1,Ratio1
,,Projection1,39.0771228025333,"(0.16729, 0.09893)","W=0.0414, RGB=0.9586","R=0.3006, G=0.8678, B=2.2237",1.39511062887519,Compare to Exact,0.0413725882590994,0.958627411740901,Ratio1
,,ProjectionK,37.6481875141486,"(0.16536, 0.09606)","W=0.0802, RGB=0.9198","R=0.2627, G=0.8291, B=2.2131",2.82404591725989,Compare to Exact,0.08015532406432,0.91984467593568,Ratio1
,,Ratio1,40.4722334314085,"(0.16929, 0.10191)","W=0.0000, RGB=1.0000","R=0.3409, G=0.9091, B=2.2350",0,Compare to Exact,0,1,Ratio1
,,RatioK,39.2721027095855,"(0.16756, 0.09933)","W=0.0358, RGB=0.9642","R=0.3060, G=0.8733, B=2.2252",1.20013072182299,Compare to Exact,0.0358399984568135,0.964160001543186,Ratio1
,,PureRGB,40.4722334314084,"(0.16929, 0.10191)","W=0.0000, RGB=1.0000","R=0.3409, G=0.9091, B=2.2350",9.9475983006414e-14,Compare to Exact,0,1,Ratio1
32,"(0.1703, 0.1156, 4.0000)",Exact,47.2448762230793,"(0.17028, 0.11556)","W=0.0000, RGB=1.0000","R=0.3132, G=0.9743, B=1.9249",0,Compare to Exact,0,1,PureRGB
,,Projection1,45.5097298224856,"(0.16777, 0.11201)","W=0.0458, RGB=0.9542","R=0.2686, G=0.9287, B=1.9124",1.7351464005937,Compare to Exact,0.0457535532279168,0.954246446772083,PureRGB
,,ProjectionK,43.8497973412281,"(0.16546, 0.10875)","W=0.0866, RGB=0.9134","R=0.2287, G=0.8879, B=1.9012",3.39507888185121,Compare to Exact,0.0866048182062698,0.913395181793731,PureRGB
,,Ratio1,47.2448762230793,"(0.17028, 0.11556)","W=0.0000, RGB=1.0000","R=0.3132, G=0.9743, B=1.9249",0,Compare to Exact,0,1,PureRGB
,,RatioK,45.8164931975718,"(0.16821, 0.11263)","W=0.0379, RGB=0.9621","R=0.2762, G=0.9365, B=1.9145",1.4283830255075,Compare to Exact,0.0379372179994197,0.96206278200058,PureRGB
,,PureRGB,47.2448762230793,"(0.17028, 0.11556)","W=0.0000, RGB=1.0000","R=0.3132, G=0.9743, B=1.9249",0,Compare to Exact,0,1,PureRGB
33,"(0.1714, 0.1304, 4.0000)",Exact,52.5590522484163,"(0.17136, 0.13039)","W=0.0000, RGB=1.0000","R=0.2896, G=1.0297, B=1.6614",0,Compare to Exact,0,1,Ratio1
,,Projection1,50.486775667412,"(0.16825, 0.12626)","W=0.0504, RGB=0.9496","R=0.2405, G=0.9795, B=1.6476",2.0722765810043,Compare to Exact,0.0503908215651213,0.949609178434879,Ratio1
,,ProjectionK,48.741876563367,"(0.16567, 0.12284)","W=0.0906, RGB=0.9094","R=0.2012, G=0.9393, B=1.6366",3.8171756850493,Compare to Exact,0.090645334836079,0.909354665163921,Ratio1
,,Ratio1,52.5590522484163,"(0.17136, 0.13039)","W=0.0000, RGB=1.0000","R=0.2896, G=1.0297, B=1.6614",0,Compare to Exact,0,1,Ratio1
,,RatioK,51.0238842917862,"(0.16905, 0.12732)","W=0.0377, RGB=0.9623","R=0.2529, G=0.9922, B=1.6511",1.5351679566301,Compare to Exact,0.0376521505387369,0.962347849461263,Ratio1
,,PureRGB,52.5590522484163,"(0.17136, 0.13039)","W=0.0000, RGB=1.0000","R=0.2896, G=1.0297, B=1.6614",0,Compare to Exact,0,1,Ratio1
34,"(0.1725, 0.1466, 4.0000)",Exact,56.4884103829213,"(0.17253, 0.14656)","W=0.0000, RGB=1.0000","R=0.2693, G=1.0774, B=1.4348",0,Compare to Exact,0,1,Ratio1
,,Projection1,54.0605788822021,"(0.16870, 0.14184)","W=0.0553, RGB=0.9447","R=0.2154, G=1.0222, B=1.4197",2.4278315007192,Compare to Exact,0.0553228686782641,0.944677131321736,Ratio1
,,ProjectionK,52.6726390952009,"(0.16651, 0.13914)","W=0.0858, RGB=0.9142","R=0.1857, G=0.9919, B=1.4113",3.8157712877204,Compare to Exact,0.0857578776580749,0.914242122341925,Ratio1
,,Ratio1,56.4884103829213,"(0.17253, 0.14656)","W=0.0000, RGB=1.0000","R=0.2693, G=1.0774, B=1.4348",0,Compare to Exact,0,1,Ratio1
,,RatioK,54.9367036507617,"(0.17008, 0.14354)","W=0.0357, RGB=0.9643","R=0.2345, G=1.0418, B=1.4250",1.5517067321596,Compare to Exact,0.0357115773838947,0.964288422616105,Ratio1
,,PureRGB,56.4884103829213,"(0.17253, 0.14656)","W=0.0000, RGB=1.0000","R=0.2693, G=1.0774, B=1.4348",0,Compare to Exact,0,1,Ratio1
35,"(0.1738, 0.1643, 4.0000)",Exact,59.0988129362242,"(0.17382, 0.16428)","W=0.0000, RGB=1.0000","R=0.2517, G=1.1188, B=1.2378",0,Compare to Exact,0,1,Ratio1
,,Projection1,56.2832089058171,"(0.16913, 0.15899)","W=0.0605, RGB=0.9395","R=0.1927, G=1.0585, B=1.2213",2.8156040304071,Compare to Exact,0.060529033447349,0.939470966552651,Ratio1
,,ProjectionK,54.9703910830543,"(0.16693, 0.15650)","W=0.0878, RGB=0.9122","R=0.1661, G=1.0312, B=1.2138",4.1284218531699,Compare to Exact,0.0878432789865654,0.912156721013435,Ratio1
,,Ratio1,59.0988129362242,"(0.17382, 0.16428)","W=0.0000, RGB=1.0000","R=0.2517, G=1.1188, B=1.2378",0,Compare to Exact,0,1,Ratio1
,,RatioK,57.5649693281971,"(0.17127, 0.16140)","W=0.0333, RGB=0.9667","R=0.2192, G=1.0856, B=1.2287",1.5338436080271,Compare to Exact,0.0333468400708986,0.966653159929102,Ratio1
,,PureRGB,59.0988129362242,"(0.17382, 0.16428)","W=0.0000, RGB=1.0000","R=0.2517, G=1.1188, B=1.2378",0,Compare to Exact,0,1,Ratio1
36,"(0.1752, 0.1838, 4.0000)",Exact,60.6408908832341,"(0.17523, 0.18376)","W=0.0000, RGB=1.0000","R=0.2363, G=1.1552, B=1.0650",0,Compare to Exact,0,1,Ratio1
,,Projection1,57.4261685247665,"(0.16954, 0.17800)","W=0.0659, RGB=0.9341","R=0.1721, G=1.0895, B=1.0470",3.2147223584676,Compare to Exact,0.0658634947644146,0.934136505235585,Ratio1
,,ProjectionK,56.159960806696,"(0.16726, 0.17569)","W=0.0910, RGB=0.9090","R=0.1476, G=1.0644, B=1.0401",4.4809300765381,Compare to Exact,0.0910047440847184,0.908995255915282,Ratio1
,,Ratio1,60.6408908832341,"(0.17523, 0.18376)","W=0.0000, RGB=1.0000","R=0.2363, G=1.1552, B=1.0650",0,Compare to Exact,0,1,Ratio1
,,RatioK,59.134610358388,"(0.17258, 0.18108)","W=0.0313, RGB=0.9687","R=0.2058, G=1.1240, B=1.0565",1.5062805248461,Compare to Exact,0.0312722870173455,0.968727712982654,Ratio1
,,PureRGB,60.6408908832341,"(0.17523, 0.18376)","W=0.0000, RGB=1.0000","R=0.2363, G=1.1552, B=1.0650",0,Compare to Exact,0,1,Ratio1
37,"(0.1768, 0.2053, 4.0000)",Exact,61.4759748809859,"(0.17679, 0.20530)","W=0.0000, RGB=1.0000","R=0.2226, G=1.1873, B=0.9122",0,Compare to Exact,0,1,Ratio1
,,Projection1,57.889549400469,"(0.16997, 0.19928)","W=0.0709, RGB=0.9291","R=0.1535, G=1.1166, B=0.8928",3.5864254805169,Compare to Exact,0.0709089685552293,0.929091031444771,Ratio1
,,ProjectionK,56.9037340488836,"(0.16805, 0.19759)","W=0.0898, RGB=0.9102","R=0.1351, G=1.0978, B=0.8876",4.5722408321023,Compare to Exact,0.0897881439752098,0.91021185602479,Ratio1
,,Ratio1,61.4759748809859,"(0.17679, 0.20530)","W=0.0000, RGB=1.0000","R=0.2226, G=1.1873, B=0.9122",0,Compare to Exact,0,1,Ratio1
,,RatioK,60.0012977553341,"(0.17401, 0.20285)","W=0.0297, RGB=0.9703","R=0.1937, G=1.1578, B=0.9041",1.4746771256518,Compare to Exact,0.0296522919667841,0.970347708033216,Ratio1
,,PureRGB,61.4759748809859,"(0.17679, 0.20530)","W=0.0000, RGB=1.0000","R=0.2226, G=1.1873, B=0.9122",0,Compare to Exact,0,1,Ratio1
38,"(0.1785, 0.2292, 4.0000)",Exact,61.8824013075224,"(0.17853, 0.22922)","W=0.0000, RGB=1.0000","R=0.2105, G=1.2160, B=0.7761",0,Compare to Exact,0,1,Ratio1
,,Projection1,58.0056698973507,"(0.17054, 0.22337)","W=0.0747, RGB=0.9253","R=0.1377, G=1.1415, B=0.7557",3.8767314101717,Compare to Exact,0.0746608923988116,0.925339107601188,Ratio1
,,ProjectionK,57.0238028538538,"(0.16845, 0.22184)","W=0.0929, RGB=0.9071","R=0.1199, G=1.1233, B=0.7507",4.8585984536686,Compare to Exact,0.0928962976694936,0.907103702330506,Ratio1
,,Ratio1,61.8824013075224,"(0.17853, 0.22922)","W=0.0000, RGB=1.0000","R=0.2105, G=1.2160, B=0.7761",0,Compare to Exact,0,1,Ratio1
,,RatioK,60.4888970531246,"(0.17568, 0.22714)","W=0.0275, RGB=0.9725","R=0.1837, G=1.1886, B=0.7686",1.3935042543978,Compare to Exact,0.0274796798580977,0.972520320141902,Ratio1
,,PureRGB,61.8824013075224,"(0.17853, 0.22922)","W=0.0000, RGB=1.0000","R=0.2105, G=1.2160, B=0.7761",0,Compare to Exact,0,1,Ratio1
39,"(0.1805, 0.2560, 4.0000)",Exact,62.0042541567354,"(0.18047, 0.25596)","W=0.0000, RGB=1.0000","R=0.1995, G=1.2416, B=0.6541",0,Compare to Exact,0,1,Ratio1
,,Projection1,58.04841611651,"(0.17158, 0.25096)","W=0.0749, RGB=0.9251","R=0.1265, G=1.1670, B=0.6336",3.9558380402254,Compare to Exact,0.0748801666367404,0.92511983336326,Ratio1
,,ProjectionK,57.0235736324991,"(0.16921, 0.24963)","W=0.0934, RGB=0.9066","R=0.1085, G=1.1485, B=0.6285",4.9806805242363,Compare to Exact,0.093429812114257,0.906570187885743,Ratio1
,,Ratio1,62.0042541567354,"(0.18047, 0.25596)","W=0.0000, RGB=1.0000","R=0.1995, G=1.2416, B=0.6541",0,Compare to Exact,0,1,Ratio1
,,RatioK,60.7789687864024,"(0.17770, 0.25441)","W=0.0242, RGB=0.9758","R=0.1759, G=1.2175, B=0.6475",1.225285370333,Compare to Exact,0.0242191348478466,0.975780865152153,Ratio1
,,PureRGB,62.0042541567354,"(0.18047, 0.25596)","W=0.0000, RGB=1.0000","R=0.1995, G=1.2416, B=0.6541",0,Compare to Exact,0,1,Ratio1
40,"(0.1826, 0.2860, 4.0000)",Exact,60.3967522283912,"(0.18265, 0.28604)","W=0.0000, RGB=1.0000","R=0.1897, G=1.2648, B=0.5442",0,Compare to Exact,0,1,Ratio1
,,Projection1,58.1262047098017,"(0.17389, 0.28284)","W=0.0670, RGB=0.9330","R=0.1244, G=1.1980, B=0.5258",2.2705475185895,Compare to Exact,0.0669727648764701,0.93302723512353,Ratio1
,,ProjectionK,56.896565235493,"(0.17052, 0.28161)","W=0.0908, RGB=0.9092","R=0.1012, G=1.1742, B=0.5193",3.5001869928982,Compare to Exact,0.0908084674684967,0.909191532531503,Ratio1
,,Ratio1,60.3967522283912,"(0.18265, 0.28604)","W=0.0000, RGB=1.0000","R=0.1897, G=1.2648, B=0.5442",0,Compare to Exact,0,1,Ratio1
,,RatioK,59.9204456255862,"(0.18023, 0.28515)","W=0.0193, RGB=0.9807","R=0.1709, G=1.2456, B=0.5389",0.476306602805003,Compare to Exact,0.0192699200997479,0.980730079900252,Ratio1
,,PureRGB,60.3967522283912,"(0.18265, 0.28604)","W=0.0000, RGB=1.0000","R=0.1897, G=1.2648, B=0.5442",0,Compare to Exact,0,1,Ratio1
41,"(0.1851, 0.3201, 4.0000)",Exact,57.7734740649174,"(0.18512, 0.32012)","W=0.0000, RGB=1.0000","R=0.1808, G=1.2857, B=0.4445",0,Compare to Exact,0,1,Ratio1
,,Projection1,56.679695515594,"(0.17902, 0.31930)","W=0.0431, RGB=0.9569","R=0.1388, G=1.2427, B=0.4327",1.0937785493234,Compare to Exact,0.0430961917566961,0.956903808243304,Ratio1
,,ProjectionK,55.7548944810259,"(0.17452, 0.31869)","W=0.0727, RGB=0.9273","R=0.1099, G=1.2132, B=0.4246",2.0185795838915,Compare to Exact,0.0727443747857421,0.927255625214258,Ratio1
,,Ratio1,57.7734740649174,"(0.18512, 0.32012)","W=0.0000, RGB=1.0000","R=0.1808, G=1.2857, B=0.4445",0,Compare to Exact,0,1,Ratio1
,,RatioK,57.4801891158173,"(0.18343, 0.31989)","W=0.0123, RGB=0.9877","R=0.1688, G=1.2735, B=0.4412",0.293284949100098,Compare to Exact,0.0122907335177505,0.98770926648225,Ratio1
,,PureRGB,57.7734740649174,"(0.18512, 0.32012)","W=0.0000, RGB=1.0000","R=0.1808, G=1.2857, B=0.4445",0,Compare to Exact,0,1,Ratio1
42,"(0.1879, 0.3591, 4.0000)",Exact,54.3790134162177,"(0.18794, 0.35906)","W=0.0000, RGB=1.0000","R=0.1727, G=1.3048, B=0.3538",0,Compare to Exact,0,1,Ratio1
,,Projection1,54.0304449623504,"(0.18599, 0.35933)","W=0.0129, RGB=0.9871","R=0.1601, G=1.2919, B=0.3503",0.348568453867301,Compare to Exact,0.0129067964938755,0.987093203506125,Ratio1
,,ProjectionK,53.6580325724967,"(0.18396, 0.35961)","W=0.0259, RGB=0.9741","R=0.1474, G=1.2789, B=0.3467",0.720980843721001,Compare to Exact,0.0259356764734316,0.974064323526568,Ratio1
,,Ratio1,54.3790134162177,"(0.18794, 0.35906)","W=0.0000, RGB=1.0000","R=0.1727, G=1.3048, B=0.3538",0,Compare to Exact,0,1,Ratio1
,,RatioK,54.2092789410231,"(0.18699, 0.35920)","W=0.0064, RGB=0.9936","R=0.1665, G=1.2985, B=0.3521",0.169734475194602,Compare to Exact,0.00636518800046237,0.993634811999538,Ratio1
,,PureRGB,54.3790134162177,"(0.18794, 0.35906)","W=0.0000, RGB=1.0000","R=0.1727, G=1.3048, B=0.3538",0,Compare to Exact,0,1,Ratio1
43,"(0.1912, 0.4040, 4.0000)",Exact,50.7867345503758,"(0.19120, 0.40399)","W=0.0000, RGB=1.0000","R=0.1653, G=1.3223, B=0.2709",0,Compare to Exact,0,1,Ratio1
,,Projection1,49.9674478619229,"(0.18712, 0.40590)","W=0.0242, RGB=0.9758","R=0.1417, G=1.2982, B=0.2643",0.819286688452898,Compare to Exact,0.0241666672887598,0.97583333271124,Ratio1
,,ProjectionK,49.7698108130691,"(0.18618, 0.40634)","W=0.0296, RGB=0.9704","R=0.1365, G=1.2928, B=0.2628",1.0169237373067,Compare to Exact,0.0295503117152111,0.970449688284789,Ratio1
,,Ratio1,50.7867345503758,"(0.19120, 0.40399)","W=0.0000, RGB=1.0000","R=0.1653, G=1.3223, B=0.2709",0,Compare to Exact,0,1,Ratio1
,,RatioK,50.7231061073646,"(0.19088, 0.40415)","W=0.0020, RGB=0.9980","R=0.1633, G=1.3203, B=0.2704",0.0636284430111971,Compare to Exact,0.00198320295054085,0.998016797049459,Ratio1
,,PureRGB,50.7867345503758,"(0.19120, 0.40399)","W=0.0000, RGB=1.0000","R=0.1653, G=1.3223, B=0.2709",0,Compare to Exact,0,1,Ratio1
44,"(0.1950, 0.4564, 4.0000)",Exact,46.5993279946665,"(0.19500, 0.45640)","W=0.0000, RGB=1.0000","R=0.1585, G=1.3383, B=0.1948",0,Compare to Exact,0,1,Ratio1
,,Projection1,45.6164214441674,"(0.19046, 0.46036)","W=0.0244, RGB=0.9756","R=0.1347, G=1.3140, B=0.1881",0.982906550499102,Compare to Exact,0.0243608076811615,0.975639192318838,Ratio1
,,ProjectionK,45.389907394891,"(0.18943, 0.46126)","W=0.0297, RGB=0.9703","R=0.1295, G=1.3087, B=0.1867",1.20942059977551,Compare to Exact,0.0296834593725117,0.970316540627488,Ratio1
,,Ratio1,46.5993279946665,"(0.19500, 0.45640)","W=0.0000, RGB=1.0000","R=0.1585, G=1.3383, B=0.1948",0,Compare to Exact,0,1,Ratio1
,,RatioK,46.5873680532494,"(0.19495, 0.45645)","W=0.0003, RGB=0.9997","R=0.1582, G=1.3380, B=0.1947",0.0119599414171034,Compare to Exact,0.000309700769209479,0.99969029923079,Ratio1
,,PureRGB,46.5993279946665,"(0.19500, 0.45640)","W=0.0000, RGB=1.0000","R=0.1585, G=1.3383, B=0.1948",0,Compare to Exact,0,1,Ratio1
45,"(0.1995, 0.5183, 4.0000)",Exact,41.0545776502157,"(0.19949, 0.51832)","W=0.0000, RGB=1.0000","R=0.1522, G=1.3530, B=0.1247",0,Compare to Exact,0,1,Ratio1
,,Projection1,40.275597584275,"(0.19589, 0.52330)","W=0.0177, RGB=0.9823","R=0.1349, G=1.3353, B=0.1199",0.778980065940701,Compare to Exact,0.0177289710147166,0.982271028985284,Ratio1
,,ProjectionK,40.130031133087,"(0.19521, 0.52424)","W=0.0210, RGB=0.9790","R=0.1318, G=1.3321, B=0.1190",0.924546517128697,Compare to Exact,0.0209735738035014,0.979026426196499,Ratio1
,,Ratio1,41.0545776502157,"(0.19949, 0.51832)","W=0.0000, RGB=1.0000","R=0.1522, G=1.3530, B=0.1247",0,Compare to Exact,0,1,Ratio1
,,RatioK,41.0545776502157,"(0.19949, 0.51832)","W=0.0000, RGB=1.0000","R=0.1522, G=1.3530, B=0.1247",0,Compare to Exact,0,1,Ratio1
,,PureRGB,41.0545776502157,"(0.19949, 0.51832)","W=0.0000, RGB=1.0000","R=0.1522, G=1.3530, B=0.1247",0,Compare to Exact,0,1,Ratio1
46,"(0.2049, 0.5926, 4.0000)",Exact,31.2849606673205,"(0.20488, 0.59261)","W=0.0000, RGB=1.0000","R=0.1464, G=1.3666, B=0.0600",0,Compare to Exact,0,1,Ratio1
,,Projection1,30.8488587375744,"(0.20273, 0.59699)","W=0.0097, RGB=0.9903","R=0.1369, G=1.3569, B=0.0573",0.436101929746101,Compare to Exact,0.00973905696902375,0.990260943030976,Ratio1
,,ProjectionK,30.7899113560475,"(0.20244, 0.59759)","W=0.0110, RGB=0.9890","R=0.1357, G=1.3556, B=0.0570",0.495049311273,Compare to Exact,0.0110463911405073,0.988953608859493,Ratio1
,,Ratio1,31.2849606673205,"(0.20488, 0.59261)","W=0.0000, RGB=1.0000","R=0.1464, G=1.3666, B=0.0600",0,Compare to Exact,0,1,Ratio1
,,RatioK,31.2849606673205,"(0.20488, 0.59261)","W=0.0000, RGB=1.0000","R=0.1464, G=1.3666, B=0.0600",0,Compare to Exact,0,1,Ratio1
,,PureRGB,31.2849606673205,"(0.20488, 0.59261)","W=0.0000, RGB=1.0000","R=0.1464, G=1.3666, B=0.0600",0,Compare to Exact,0,1,Ratio1
47,"(0.2115, 0.6834, 4.0000)",Exact,-2.69050288989935,"(0.21146, 0.68338)","W=-0.0000, RGB=1.0000","R=0.1411, G=1.3792, B=0.0000",0,Compare to Exact,-4.41244739631169e-16,1,PureRGB
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,Ratio1,-2.69050308019972,"(0.21146, 0.68338)","W=-0.0000, RGB=1.0000","R=0.1411, G=1.3792, B=0.0000",1.90300369684593e-07,Compare to Exact,-1.21342303398572e-15,1,PureRGB
,,RatioK,-2.69050308019972,"(0.21146, 0.68338)","W=-0.0000, RGB=1.0000","R=0.1411, G=1.3792, B=0.0000",1.90300369684593e-07,Compare to Exact,-1.21342303398572e-15,1,PureRGB
